saved_filename,template_id,species_id,scientific_name,songtype,freq_min_hz,freq_max_hz,duration_secs,template_name,template_created_by,recording_local_time,site_name,site_latitude,site_longitude,project_name
elephant-ltome-splashing-aituko-2-51857.wav,51857,44947,Loxodonta africana,Simple Call,219.81200271987086,2241.503976689502,1.519337016574589,Elephant-(Ltome)-Splashing-(Aituko)2,lekilia paul lekiliapaul@gmail.com,2024-07-03 03:19:00,Reteti House - New water point,1.1126819,37.454303,Namunyak Conservancy - Reteti Elephant Sanctuary
elephant-ltome-bathing-aituko-2-51858.wav,51858,44947,Loxodonta africana,Simple Call,349.9638465376583,2267.5343454530594,1.139502762430939,Elephant-(Ltome)-Bathing-(Aituko)2,lekilia paul lekiliapaul@gmail.com,2024-07-03 03:20:00,Reteti House - New water point,1.1126819,37.454303,Namunyak Conservancy - Reteti Elephant Sanctuary
rat-katip-fighting-shuar-name-for-fighting-54229.wav,54229,47296,Rattus norvegicus,Simple Call,1692.5858951175405,2820.9764918625674,3.8071693448702106,Rat-(Katip)-(Fighting)-(Shuar Name for Fighting),Douglas M.N douglas.mbura@gmail.com,2024-08-31 23:55:00,Lmurgusiani (Lturoto),1.0214,37.4019,Namunyak Conservancy - Reteti Elephant Sanctuary
rat-katip-sound-made-indigenous-name-54230.wav,54230,43373,Crocuta crocuta,Simple Call,1605.7866184448462,2806.509945750452,5.710754017305315,Rat(Katip)-(Sound Made)-(Indigenous Name),Douglas M.N douglas.mbura@gmail.com,2024-08-31 23:55:00,Lmurgusiani (Lturoto),1.0214,37.4019,Namunyak Conservancy - Reteti Elephant Sanctuary
lmurgusiani-lturoto-hornbill-lkotkote-58854.wav,58854,3873,Tockus flavirostris,Nocturnal Song,1547.9204339963833,2068.7160940325493,5.710754017305314,Lmurgusiani(Lturoto)-Hornbill(Lkotkote),Douglas M.N douglas.mbura@gmail.com,2024-08-31 23:48:00,Lmurgusiani (Lturoto),1.0214,37.4019,Namunyak Conservancy - Reteti Elephant Sanctuary
horbill-lkotkote-song-arany-58855.wav,58855,3873,Tockus flavirostris,Nocturnal Song,1451.916124194925,2085.321764108157,4.937845303867402,Horbill(Lkotkote)-Song(Arany),lekilia paul lekiliapaul@gmail.com,2024-07-06 17:59:00,Soito Naarok Waterpoint,1.1199,37.46,Namunyak Conservancy - Reteti Elephant Sanctuary
elephant-ltome-rumbling-ncharat-58856.wav,58856,44947,Loxodonta africana,Territorial Song,37.599421374968486,896.6015905723655,4.026243093922652,Elephant(Ltome)-Rumbling(Ncharat),lekilia paul lekiliapaul@gmail.com,2024-08-31 20:03:00,Nkongu,1.0142,37.4037,Namunyak Conservancy - Reteti Elephant Sanctuary
elephant-ltome-drinking-water-amat-nkare-58857.wav,58857,44947,Loxodonta africana,Mechanical Song,54.95300055067348,749.0961675788731,2.8107734806629843,Elephant(Ltome)-Drinking water(Amat Nkare),lekilia paul lekiliapaul@gmail.com,2024-08-31 21:48:00,Nkongu,1.0142,37.4037,Namunyak Conservancy - Reteti Elephant Sanctuary
baboon-lotim-alarm-nkirita-58887.wav,58887,46464,Papio anubis,Simple Call,164.8590021691974,433.8394793926247,2.430939226519339,Baboon(Lotim)-Alarm(Nkirita),lekilia paul lekiliapaul@gmail.com,2024-07-07 05:03:00,Ltepes Corridor 2,1.11613,37.46782,Namunyak Conservancy - Reteti Elephant Sanctuary
elephant-ltome-trumpet-ndarata-58890.wav,58890,44947,Loxodonta africana,Territorial Song,216.91973969631235,2438.177874186551,1.0635359116022158,Elephant(Ltome)-Trumpet(Ndarata),lekilia paul lekiliapaul@gmail.com,2024-08-30 19:32:00,Nkongu,1.0142,37.4037,Namunyak Conservancy - Reteti Elephant Sanctuary
elephant-ltome-drinking-amat-nkare-58891.wav,58891,44947,Loxodonta africana,Mechanical Song,112.79826464208243,3895.87852494577,1.8232044198894997,Elephant(Ltome)-Drinking(Amat nkare),lekilia paul lekiliapaul@gmail.com,2024-08-30 19:32:00,Nkongu,1.0142,37.4037,Namunyak Conservancy - Reteti Elephant Sanctuary
panthera-pardus-simple-call-58892.wav,58892,46459,Panthera pardus,Simple Call,12.558869701726845,992.1507064364207,12.968561064087062,Panthera pardus Simple Call,Anthony Vodacek anthony.vodacek@gmail.com,2024-07-05 05:54:00,Nelmasuuti 2,1.1172,37.4659,Namunyak Conservancy - Reteti Elephant Sanctuary
lamprotornis-superbus-common-song-59080.wav,59080,8369,Lamprotornis superbus,Common Song,224.99999999999997,5475,1.6213333333333324,Lamprotornis superbus Common Song,Douglas M.N douglas.mbura@gmail.com,2023-06-05 14:10:00,FG-032106,-0.6275637,34.3867891,Kenya TREES Forest Gardens
crested-francolin-nkurle-song-arany-59087.wav,59087,286,Francolinus sephaena,Common Song,2083.182640144665,3095.8408679927666,1.9715698393077865,Crested Francolin(Nkurle)-Song(Arany),Douglas M.N douglas.mbura@gmail.com,2024-07-06 06:53:00,Lawa2,1.1184,37.4568,Namunyak Conservancy - Reteti Elephant Sanctuary
emerald-spotted-wood-dove-nkutukuruk-kini-song-arany-59098.wav,59098,2048,Turtur chalcospilos,Common Song,477.2234273318872,720.173535791757,6.3812154696132595,Emerald-spotted wood-dove(nkutukuruk -kini)-Song (Arany),lekilia paul lekiliapaul@gmail.com,2024-07-05 07:50:00,Nelmasuuti 2,1.1172,37.4659,Namunyak Conservancy - Reteti Elephant Sanctuary
